	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
MMP13	11.4051	12.9564	11.4835	16.1475	11.6032	14.8849	13.7221	13.3179	13.5776	14.8229	14.4892	13.7508	12.4485	11.9657	13.0238	14.6667	15.6707	15.2014	14.7112	12.3698	11.6897	14.3593	11.6007	16.7675	20.7293	17.2677	13.3026	11.3764	13.3987	19.9743	14.957	24.157	10.6645	13.1349	12.5214	14.3521	11.7759	16.3182	11.9339	10.1934	12.2554	15.2628	13.2318	13.5063	11.0381	13.3621	16.5098	12.8282	13.731	11.6225	16.5765	10.9565	15.5739	15.6323	21.3985	10.2509	11.7988	12.7324	11.2923	16.4682	12.5115	10.8177	13.2052	12.2634	14.9193	14.0401	10.7215	15.7874	12.9928	16.4338	14.3572	12.2228	15.2849	16.4066	10.6645	13.7985	12.9414	12.0011	11.0016	12.0966	12.4808	10.7881	13.1862	10.0418	16.6088	13.209	15.7046	13.6619	14.1264	11.6527	14.6319	10.8481	10.0173	13.4084	13.3313	12.015	11.7997	11.6611	11.5648	11.1027	13.7677	13.519	12.9116	12.4782	15.4465	11.6309	13.52	15.3235	15.5851	12.0392	16.3217	12.1307	13.2968	13.7221	10.9652	13.2949	11.0373	12.2157	10.2953	14.0513	12.3191	12.3494	12.8476	11.6947	13.4403	15.0934	17.1945	12.7324	36.0564	12.1482	15.6312	12.0792	13.2968	15.1566	12.9592	12.6056	12.1412	16.9607	13.8393	12.9237	12.4602	11.9004	27.179	17.8972	12.8522	14.0391	55.7549	11.7403	13.734	13.0538	11.5042	12.2369	12.2793	13.0642	16.3653	16.536	10.3399	12.726	10.9826	13.3621	14.2922	12.4512	11.8927	11.7801	13.6167	14.1866	13.2052	13.5054	14.2634	13.4937	14.6826	15.4043	14.5719	14.7016	14.6836	12.5919	16.8232	16.1707	11.5782	13.656	11.0191	18.2896	13.4355	10.6453	11.9227	12.3698	12.229	12.3067	11.6787	17.187	10.7873	15.2069	11.715	11.9124	15.2288	13.2213	13.5365	14.7472	16.2186	14.7228
REL	9.39036	9.92601	7.87427	10.3317	12.1019	8.8523	9.49649	8.30728	13.1236	8.85038	8.98207	14.7069	12.6428	10.8708	11.1605	11.0939	9.78683	12.4638	7.89017	7.59785	9.09079	7.92436	8.31147	7.3884	8.84273	11.285	8.4042	8.88424	9.18361	13.316	8.60641	10.8513	7.57271	8.16134	7.89928	8.41874	8.19551	8.63249	7.85274	10.3466	8.04864	8.90667	10.7053	6.5688	7.73372	9.35794	9.16577	8.82746	7.7902	7.69536	9.10194	7.44987	9.57412	14.5289	12.8986	10.3809	10.7912	10.6108	10.2457	22.6828	7.51673	9.0679	8.21857	7.98856	9.09603	8.71058	8.22213	8.04458	7.50915	8.73887	11.6443	8.15664	9.88035	9.36806	8.69302	8.54339	7.53896	7.82	8.09983	7.58637	8.20792	7.96098	7.34277	8.73257	9.96543	10.0014	10.4794	10.1188	9.54107	9.32026	10.0411	9.56516	9.1144	12.0271	17.9243	10.3757	11.3168	12.0644	11.0397	8.93881	8.30668	8.41632	7.75268	8.89513	8.78052	7.69758	7.72759	7.34171	9.69071	7.79132	7.42255	6.55368	9.93317	10.9731	9.2234	8.53355	7.99086	7.19872	7.56617	6.45527	6.90161	6.91555	8.21976	6.96455	6.92602	9.86115	10.0136	7.50374	18.0059	9.52802	10.9969	10.7261	8.63	9.15917	9.45008	8.26548	7.89131	8.54832	8.61075	11.7716	16.1626	14.0229	16.0929	9.14466	10.4545	10.0043	8.94655	9.57412	7.60936	9.96902	7.39799	8.15605	8.92595	8.96009	8.86187	8.10042	6.12276	7.92664	8.97108	8.59339	7.91637	8.77672	8.92402	8.17723	7.64838	8.43817	10.785	8.19138	7.47084	8.48145	9.29478	9.00605	8.2168	9.1085	9.03985	9.16114	8.45095	9.26202	11.2064	8.41389	8.33065	12.4431	7.59512	11.2008	11.2964	13.1957	10.9337	9.20481	12.962	9.96758	7.05241	7.39906	8.92466	8.41631	11.5932	9.40796	7.55745	6.82743	9.18692	7.02857
WT1	68.8443	539.661	21.6731	61.3088	32.711	50.0689	57.8209	75.294	311.76	111.086	414.394	181.594	37.1561	291.356	48.9066	141.359	96.9936	117.987	39.7925	42.2949	74.4874	36.9572	606.646	44.2175	23.1001	53.9938	63.0196	36.6232	44.2445	101.637	759.663	51.941	70.3029	26.1673	29.513	223.452	507.513	166.83	38.0336	61.5633	53.639	29.7189	117.779	36.24	633.012	32.6357	56.4034	112.926	52.1265	104.903	28.017	49.5736	74.4632	68.2688	118.703	34.5633	72.1085	43.4219	30.0808	319.066	42.8254	49.0248	95.379	214.995	49.0867	638.186	161.607	24.5926	297.368	90.4596	47.3806	570.857	126.546	90.6946	328.051	56.9813	920.035	295.032	602.4	145.786	44.0791	1159.55	336.332	36.2139	438.27	300.849	82.3807	431.704	26.8365	66.2459	258.43	272.346	21.0909	498.615	2866.69	154.213	264.8	293.23	122.978	1119.49	751.281	53.4673	248.685	575.502	27.0452	51.5997	840.406	57.5777	96.0963	876.236	67.3067	387.692	38.9375	110.146	897.868	37.3762	50.2822	1001.53	51.6257	130.937	667.388	432.794	150.824	1137.46	51.531	764.44	100.682	90.845	572.051	249.583	184.728	41.086	67.0865	27.8209	127.277	45.8807	31.6003	34.6531	33.7999	43.6194	149.229	643.102	182.69	257.723	68.8021	99.0343	295.436	209.302	56.0389	47.4335	30.0515	32.7818	28.4605	248.39	44.8237	45.448	46.5415	83.733	760.978	39.188	35.1307	55.0524	146.439	52.1378	30.0678	22.3865	52.7917	46.2741	47.0049	35.4204	43.3016	32.2477	58.8399	50.391	51.2348	53.0835	71.4956	42.8439	35.0447	521.468	33.7549	53.6603	423.235	242.44	308.776	197.509	45.2227	30.8401	27.4664	738.881	73.6974	63.5531	140.856	99.6499	40.6049	62.1919	42.2143	64.8108	45.2048	40.2844
HMGA1	959.122	485.324	745.136	695.791	287.322	402.536	405.3	547.73	599.132	444.471	307.965	485.306	305.534	470.672	369.382	888.921	821.074	864.541	852.418	597.665	375.094	525.144	310.192	790.198	783.509	721.963	1186.85	557.685	517.631	533.841	443.144	482.534	1020.94	1183.31	882.572	365.859	411.123	486.935	455.509	450.742	732.995	2127.44	463.537	1063.9	937.465	552.566	663.122	696.393	582.28	414.245	545.977	929.529	587.251	404.643	531.404	636.464	626.591	296.747	439.519	264.552	722.458	1039.05	711.712	637.451	699.511	547.178	437.576	799.821	403.305	897.642	829.965	623.237	909.784	521.449	586.152	840.89	283.508	1287.94	439.013	1122.24	1158.38	884.353	555.279	329.117	457.383	619.387	505.032	1018.59	702.997	532.286	746.21	777.325	140.415	512.011	482.465	1511.11	361.796	372.965	438.902	426.111	653.329	871.797	779.68	296.171	652.694	854.139	565.331	682.904	352.47	886.619	697.624	499.658	929.261	281.767	619.722	756.223	602.204	969.124	766.231	1139.35	957.741	400.712	1592.31	1057.21	485.219	625.666	846.97	674.785	586.828	1022.71	435.924	180.818	452.63	772.968	448.879	642.453	725.692	905.208	747.097	238.722	585.392	767.641	699.309	863.047	413.053	804.068	959.087	757.75	1132.31	920.466	1024	980.289	768.471	535.285	748.552	981.385	2153.81	842.345	1767.65	815.943	1770.96	1226.05	1024.11	1591.16	953.851	813.771	748.634	562.163	825.195	1036.36	570.568	881.872	842.528	801.004	722.717	866.818	338.63	911.49	1062.82	822.732	1041.97	834.312	1448.48	298.743	256.002	300.448	464.825	366.73	250.077	615.85	597.407	549.054	471.333	787.953	495.107	714.177	735.058	621.488	584.15	612.09
STAT4	118.119	108.195	74.431	114.215	61.1621	120.743	103.668	94.3232	133.327	168.582	124.587	303.307	115.14	42.8732	80.0549	172.383	98.8062	120.101	89.1462	91.4886	37.3305	89.2298	190.266	238.55	163.846	118.862	76.2438	51.292	146.091	165.826	29.0771	76.4501	79.7469	27.7308	93.6224	78.5749	131.49	92.0141	40.2844	50.9495	118.507	133.721	123.461	82.9077	101.864	130.222	56.6538	98.5396	183.442	40.8161	60.027	86.3926	102.386	249.735	78.2698	100.845	180.818	114.236	154.781	16.6357	159.003	38.7388	77.862	73.4138	51.2164	74.0753	140.821	33.6759	390.312	16.2174	39.477	25.0052	42.3284	45.3026	50.6266	42.2172	30.0959	23.564	175.58	225.401	143.375	37.8014	88.2134	113.858	18.5992	174.671	110.863	111.801	79.2685	32.2442	68.7203	57.5632	156.734	19.1927	246.98	76.6735	81.3925	33.492	25.4928	126.018	21.6919	64.573	68.6412	34.1364	28.5293	231.307	29.4498	208.722	14.4137	28.6488	39.8485	76.2905	97.2665	100.038	24.7249	21.1243	25.766	426.234	118.119	37.6926	102.733	116.044	25.2588	45.6334	23.6524	234.393	80.718	105.171	17.355	29.4949	43.5707	28.7952	28.1009	24.8329	16.918	26.7554	24.4988	58.1487	64.6754	84.6077	128.582	210.55	415.141	60.7045	94.9641	18.895	29.4694	100.087	64.4522	52.1923	31.1022	36.1813	36.6245	52.9784	48.3356	28.1009	19.6135	96.2348	42.7576	72.1969	35.0296	92.5427	34.4589	108.445	63.0673	47.3797	43.6855	20.953	44.2876	40.5406	30.8884	65.5338	45.2618	28.0969	21.5447	22.1236	45.6219	32.8752	27.2545	18.9328	25.9	58.346	22.4277	128.262	120.765	106.05	59.1395	70.5311	83.3298	222	60.4121	50.6485	73.8781	105.338	80.6047	48.6921	53.1811	37.4207	79.1515	45.8228
SELE	8.39633	8.67363	8.12965	8.17458	9.01124	7.82056	15.3511	9.17303	8.51205	8.13141	9.63536	9.19951	11.5632	9.63779	10.7439	14.0649	11.5928	12.824	70.3104	7.10033	11.3041	8.28277	10.2001	10.4387	8.13111	9.45349	8.21591	7.28166	7.78403	11.8568	8.45065	10.8685	8.0249	10.3057	9.20249	16.373	9.69909	9.42628	13.2863	8.27502	16.4504	7.54739	8.54554	7.06309	8.54185	8.4946	10.7192	24.1031	9.64682	7.14292	7.35627	7.86747	8.11327	9.32093	9.86186	7.99576	9.72779	8.59216	8.6356	8.68395	12.1019	8.12496	7.89615	21.6864	8.96494	8.06838	49.2159	14.4231	10.1934	10.5765	12.2386	8.84592	8.93302	9.30248	8.03734	7.87371	8.77736	8.03213	9.72148	9.8349	8.53908	8.57978	8.40329	8.87976	8.64556	8.80396	9.05419	20.1346	7.92835	12.1714	9.27271	7.43486	9.0379	7.97648	11.7954	11.6594	8.29173	9.16511	8.57113	9.37987	8.13815	7.97648	8.68676	12.041	10.1126	8.98628	8.4239	7.98223	8.39815	7.35945	9.08163	7.11724	8.85932	8.46009	7.56753	8.38907	8.30488	8.29531	7.99057	10.7718	8.58659	10.4613	8.34807	7.53761	8.77894	9.01741	6.9912	8.96914	11.1011	8.01219	8.32345	9.00021	9.36603	28.7387	7.9478	9.31925	10.4919	8.16016	9.76781	10.2938	10.1524	107.845	18.4086	178.771	127.337	8.98013	24.5501	48.6168	32.3816	11.2704	8.14431	8.66614	10.5544	10.1883	10.8185	9.10849	18.4617	22.8501	8.76188	8.59153	10.8685	7.96729	14.7287	9.96902	10.9992	8.55232	10.0216	9.52767	13.316	10.2273	10.418	8.64338	7.97849	10.806	8.30578	10.2553	10.0454	9.15916	7.14009	9.15026	9.31455	17.4748	8.37488	81.0298	17.4051	29.0876	8.50317	8.6468	21.32	9.07574	8.15899	12.9629	23.6107	10.5259	7.97878	8.87912	8.70933	8.12584	7.67156	10.105
HSD3B2	10.0715	11.0072	10.036	9.93746	14.9107	11.3094	15.9142	10.1473	12.3904	10.1553	10.9179	12.9723	15.8398	12.0844	11.7657	8.78622	11.8226	16.1672	11.6829	9.99851	8.09517	10.6453	10.129	11.1911	12.8439	10.1641	9.20548	11.6543	11.3699	13.2366	12.0679	19.1761	8.75841	11.0405	9.64891	10.6124	10.2894	11.9305	12.3183	9.31019	10.0694	10.4809	10.7338	9.56378	10.1436	10.2509	15.0088	10.5051	10.4252	10.0223	10.031	12.4593	11.1268	10.2538	11.8278	10.5233	12.9872	16.7796	20.9727	11.1661	9.16247	12.0775	11.5233	10.245	10.5689	9.45962	10.5096	9.9604	9.84341	9.75094	11.066	10.2155	12.0931	9.55483	10.8302	9.35053	10.792	10.493	10.245	10.1766	11.3159	10.63	10.0541	10.3302	10.3787	10.4402	10.0831	10.1949	10.8849	9.93818	8.29771	10.0846	15.8901	11.8175	9.99707	9.22473	14.1968	11.9116	10.4673	10.9565	10.1444	10.8685	9.45281	8.82174	11.7057	12.8467	10.9337	10.7223	10.0476	11.298	11.5407	10.2354	9.13413	9.41136	9.26336	9.85973	10.0839	9.39983	9.36873	10.1678	8.91567	8.89257	10.5628	10.7277	10.559	11.2008	11.8005	10.845	11.0644	9.05876	10.4147	11.0191	11.4463	11.1605	10.1392	9.73269	10.6407	10.5552	16.7361	15.1719	10.8294	9.72008	11.2866	8.57175	15.2805	11.6049	10.9108	12.0584	13.7657	12.1639	9.31019	10.6453	10.7943	12.0958	12.352	10.1597	8.83191	10.6101	10.6062	10.6124	10.8638	9.07182	10.2221	11.7716	12.7701	11.3486	12.2934	12.3076	10.018	11.1709	10.8669	10.7578	11.7649	10.2901	8.38002	9.75024	10.2524	9.99635	12.7848	10.7718	9.88676	11.7167	9.91387	15.2519	12.1272	10.2052	12.9061	13.9263	15.6763	12.9825	9.77486	12.1359	9.70958	11.826	13.9103	12.1762	11.7632	11.1919	11.3691	9.00151
PTHLH	8.4406	9.05353	8.43452	8.97042	9.86754	8.73824	9.66978	9.4528	7.79131	7.23251	8.99761	9.90815	9.38697	8.53109	9.57688	7.77338	7.65775	8.96913	8.77989	8.41146	7.87711	7.39799	9.03138	9.72848	8.34446	8.4546	8.75462	7.68318	7.99719	7.97533	8.21088	8.76219	9.44735	8.25299	8.99178	9.27805	8.64867	8.98983	8.91373	7.89415	8.37035	10.1604	8.50408	7.45309	9.88747	7.84539	9.30214	7.7365	8.68676	8.48511	6.99674	6.85256	8.75462	10.2686	10.7354	9.01318	8.6095	8.19906	9.15718	7.11723	8.91245	8.38182	7.26018	9.22738	7.8703	8.01623	9.51087	7.20598	10.3347	7.67211	7.37245	7.5749	8.13316	7.33853	9.2727	8.94977	8.41935	7.88279	8.23814	9.0405	7.62582	9.01968	9.14334	7.08858	7.52106	8.18843	9.38562	7.02351	7.13418	8.08176	7.83522	7.41507	9.05093	7.70091	9.65586	8.23813	9.65725	8.46923	8.37458	8.02894	8.79445	8.60144	8.05676	7.92835	8.51328	7.96959	8.88104	8.6949	7.06563	7.68428	8.57298	8.2417	8.12379	7.43111	8.46191	8.48328	8.77862	7.92378	8.51328	8.95622	8.16663	8.41025	8.82046	9.40593	8.66738	8.54647	7.51672	9.18891	7.872	9.15718	7.78458	8.75904	7.87768	8.90411	8.13844	8.34928	10.1751	7.75995	9.99418	10.2546	8.56373	10.5597	7.97533	8.08234	8.7376	9.38156	8.18725	8.23754	9.50745	8.65303	10.8896	8.11677	7.57926	9.65586	8.11326	9.61005	8.68239	9.03529	9.38765	8.87273	8.32405	8.46923	8.68239	8.15722	8.45948	8.22864	8.70619	8.58968	8.86506	8.7244	8.13668	9.01318	8.71937	8.07361	8.9672	8.67488	8.73761	8.9086	8.5231	8.0469	8.12789	9.30483	8.04226	9.09145	8.5736	8.39391	8.74075	8.13785	8.70054	8.57422	7.33589	7.7198	9.44803	9.33571	9.20879	9.64335	8.03589	8.40843	7.06614	8.32285
CDX2	31.3192	31.2831	49.1681	40.8867	54.2336	52.4959	36.4324	37.7388	45.4022	41.952	51.6294	42.7083	32.3769	29.9683	34.1056	49.2425	53.8132	57.8458	46.7381	33.5138	35.4574	35.6765	32.9986	42.1854	39.318	41.0638	24.3317	34.9615	41.5968	37.0571	49.756	79.9338	29.6483	36.4573	30.1263	37.148	37.4868	52.4581	40.9353	26.7304	41.7139	35.8478	51.9541	32.8847	37.3978	48.8855	35.0359	44.1188	35.3796	45.1185	41.0461	45.4496	43.1475	40.099	33.9757	38.6301	43.6855	65.4914	47.6854	72.1813	33.795	40.0124	42.9923	46.8915	46.4544	44.4602	29.8326	54.1789	49.3384	41.1645	45.0211	55.8514	47.0133	39.2897	38.7541	26.3632	32.5734	31.4549	35.3312	25.5645	35.8272	36.8322	27.3361	40.9457	42.9954	44.0013	44.5918	49.9194	44.8915	59.18	44.1283	38.5717	41.0313	47.8092	44.0172	33.0748	36.5639	39.1654	52.7005	37.747	37.7524	41.5893	39.1372	25.0161	39.3577	44.2158	43.3688	51.492	42.5793	48.8855	51.6332	50.2025	50.0292	40.7705	51.0708	51.7113	39.86	33.4751	32.454	32.9582	29.6077	32.4516	36.7991	30.9045	42.9861	52.2883	46.2907	47.2136	64.5172	26.9489	44.2924	59.3787	44.814	40.8308	42.7637	42.5793	36.4928	52.4014	38.8954	52.3373	54.1789	45.2618	70.0097	32.9131	55.5144	52.7765	36.9292	37.8832	48.5975	48.5206	48.4019	37.0465	40.6254	38.9487	54.1126	32.3396	32.2965	41.055	37.2499	38.1434	32.3653	34.3053	35.7666	32.475	55.6065	40.5011	37.641	40.7235	35.022	44.7043	44.2397	40.1048	71.7096	45.9352	36.6403	42.3528	43.6131	46.2041	48.4542	47.0235	51.9017	83.471	41.3488	38.1186	39.0977	33.8462	40.6839	46.6523	37.5733	36.9292	38.9291	36.2961	32.3163	37.9898	55.0128	35.1864	45.4841	50.7042	44.122	32.1283
PF4	286.181	1162.46	2002.25	11908	2195.53	18587	1534.17	3150.14	88.3836	3152.41	7442.31	4564.99	774.306	4374.38	2182.83	2209.97	3469.43	1296.08	139.729	781.579	2070.77	811.941	3542.43	1542.04	7848.73	6350.5	554.041	3330.8	34.5011	1616.84	363.436	7400.34	627.212	770.842	3615.4	6887.66	1628.12	20306.8	9261.29	4358.34	897.852	1235.72	581.577	47.9843	984.395	3746.39	2629.21	958.897	1567.46	21.8861	40.125	2691.11	1089.63	1862.13	2295.16	17267.9	815.576	20580.3	18873.1	39.5133	1212.41	330.108	2372.33	669.591	2142.4	6537.59	1564.08	5335	240.691	672.322	1971.9	338.733	2451.03	845.431	427.611	413.85	97.7635	1108.88	3823.83	3864.83	1080.48	161.395	3327.92	469.706	2646.12	548.036	400.1	59.5618	1288.15	2467.33	973.814	718.163	14382	38.7297	365.734	1615.16	3350.78	2242.2	441.383	27.8044	926.903	1297.69	481.033	109.624	161.651	428.412	1858.65	528.493	66.4072	124.576	1138.12	515.556	385.665	536.163	169.108	1196.45	168.391	10716.8	8753.3	95.1507	6336.79	310.857	1184.52	1990.17	3897.05	1266.43	1303.27	2055.01	1094.35	1426.42	208.854	1695.77	1319.52	2377.12	147.572	3499.05	891.487	2791.23	2758.74	352.578	54.393	464.498	2434.31	6669.38	549.737	1422.8	3319.3	572.958	2115.1	3534.52	1789.98	649.095	1639.13	1706.8	1636	4475.6	1430.95	2630.15	1457.3	2110.38	4937.58	245.981	1707.17	1341.37	19869.3	810.538	3387.55	1767.49	8528.57	736.795	940.425	3140.85	1471.49	4185.54	38.546	1319.9	1852.37	2769.19	3064.63	2167.24	328.951	1390.08	280.991	1814.2	2048.66	996.149	853.724	834.598	1647	845.857	129.556	655.487	1953.24	813.054	675.965	874.801	2486.43	1314.68	3219.44	1041.35
NR0B2	41.3399	38.8982	39.1062	46.0512	50.8249	54.5392	65.7229	52.8907	41.1823	39.9462	52.059	64.128	60.3708	63.5805	51.5328	48.4402	45.0243	46.5985	48.141	47.4865	43.6666	40.8307	55.1437	42.7144	55.4744	50.748	39.477	38.494	42.231	39.1428	41.501	106.31	36.3249	36.6482	47.3055	38.6496	52.1866	57.0224	49.0866	37.9241	40.5581	25.7568	61.5079	43.8116	37.3789	56.312	46.1243	50.9605	32.4236	50.3547	46.7667	48.594	49.3491	39.8542	38.7975	46.9625	71.7871	50.9642	71.318	43.1755	34.9262	47.5619	46.0479	49.1503	60.3273	40.6254	46.5247	48.4472	45.4022	43.5786	38.7109	45.3466	56.2309	37.0598	52.2243	35.9785	36.3537	42.0215	43.4375	43.2284	38.2617	38.8534	38.4552	51.9166	50.9679	43.4063	47.3089	51.6741	43.3844	47.384	47.8781	34.8283	86.8575	55.1239	41.3458	37.5679	63.5393	55.3148	43.3687	47.6373	47.5208	62.1896	48.2799	36.643	47.9058	55.9279	51.5588	44.4794	54.3627	51.4104	46.224	41.765	45.7865	42.9366	47.7472	53.1122	44.8011	45.2715	36.2387	36.435	42.2462	34.3077	51.7374	37.5408	51.6108	46.421	54.6414	44.8269	40.8484	35.7769	40.9073	48.9771	49.6844	41.5968	43.3157	52.5034	39.2557	44.2493	70.852	50.4346	45.3074	46.8071	55.1676	36.338	45.747	58.1425	53.5965	41.8704	54.2961	52.636	50.9973	55.2192	58.0086	51.244	52.9632	44.5982	30.3813	41.1201	39.3464	45.4972	46.4076	36.6747	40.7514	42.0852	66.0219	49.463	45.2064	50.6895	47.234	55.0167	45.2944	40.8661	49.3491	37.4895	48.0025	50.1664	46.9761	51.999	50.8285	50.8725	60.4578	48.5241	41.3101	61.3176	44.5596	55.6706	64.8481	52.4052	54.0775	48.4961	48.6922	51.4846	49.1574	43.1941	57.4678	44.4698	47.8505	45.2944	45.4775	41.8976
RHO	12.0371	13.2829	14.922	16.0587	14.5117	14.5724	13.8687	11.0872	13.109	13.8328	14.8191	14.6282	13.7528	14.2578	12.484	14.4783	13.5263	12.7476	15.2447	12.9793	13.538	13.4408	14.9069	12.3658	20.559	13.3434	12.3507	14.2311	17.1209	24.3782	13.1914	12.9886	13.6231	15.0147	13.26	13.3472	13.9298	13.9449	11.8538	13.9228	12.071	10.4934	13.8737	15.1691	16.2145	13.3386	11.9808	12.2797	12.3926	11.2988	13.8767	13.791	13.9328	11.5278	11.0513	13.3655	14.0033	15.1801	17.412	15.4448	12.8879	15.2414	11.1955	13.689	14.0852	12.3001	15.9262	13.8707	12.0814	13.4486	12.5661	11.3875	11.9266	14.9564	15.8747	14.3774	14.4678	16.19	11.223	13.8687	12.9121	13.3713	13.0317	13.9298	14.9694	12.9867	15.8975	12.7017	15.4626	13.6045	11.9412	10.9262	16.0136	14.5924	14.1932	17.1876	14.4184	14.5588	13.3117	15.5274	16.1178	14.5399	13.9831	13.5054	20.562	15.6667	16.1004	12.9429	13.1563	14.3041	11.8086	12.7853	11.8018	10.8728	13.3693	12.8434	13.9609	12.8861	13.6585	14.7456	12.5629	13.9831	14.8384	16.2671	13.6094	14.495	17.2224	11.6497	12.7265	11.5874	14.3805	17.1172	13.2409	13.0693	12.5734	15.0191	15.8255	15.7959	15.5509	12.678	14.8362	13.1288	14.4251	11.4088	17.4195	16.0206	15.9515	20.024	14.072	14.0589	17.3844	13.6664	14.1575	17.5265	14.5619	17.5784	14.226	13.0806	11.5828	14.1086	17.3069	14.1503	11.8563	13.5029	21.0719	17.0237	15.0385	12.9354	15.7335	17.1542	13.8767	17.1234	14.0033	12.5589	13.2485	16.8845	12.1617	14.395	18.4437	14.1401	17.6418	12.7421	15.5352	13.6408	15.0972	14.6324	13.7771	15.0852	15.1048	16.1876	13.9826	12.7136	13.5292	18.6253	16.2671	11.3957	12.1517	11.4311	13.2323	12.2461
PML	88.4266	58.546	49.2035	67.6665	47.0506	26.1777	68.419	39.8356	47.1218	54.9098	42.3895	44.7882	59.4557	53.3423	49.016	71.8079	53.139	66.2507	78.0305	102.867	92.8231	97.0845	83.8326	173.467	111.447	137.482	73.9127	63.6561	117.018	119.256	60.3708	78.5806	107.597	102.342	62.4456	125.878	83.9051	43.8969	57.8375	73.9127	83.4951	121.411	66.2411	98.4013	90.8122	74.4847	66.3271	79.0006	76.9447	85.9115	63.9411	78.6032	46.7533	186.695	135.506	48.801	64.5498	33.2085	54.9257	61.457	187.856	121.328	67.9523	67.7568	48.9701	62.1225	91.6602	64.8248	119.248	66.9464	54.8268	76.1012	82.7644	55.3387	63.9204	91.5612	70.313	96.5752	77.0001	74.4096	100.776	85.08	80.7267	79.106	66.1982	97.9486	48.3914	60.0325	63.4204	47.7713	64.8575	105.691	56.0812	55.5985	46.5415	84.2565	75.7074	34.3523	49.4131	112.561	73.8967	108.359	87.9025	57.9835	90.7991	103.85	93.185	67.8056	56.5764	67.0333	68.2319	94.3673	102.934	66.826	62.5086	69.9466	61.0663	95.9095	104.405	127.806	89.7844	105.205	118.827	122.108	67.6445	60.2101	94.5647	90.3554	139.096	73.5011	69.8686	75.2127	51.8251	69.8032	74.7319	95.1045	120.439	140.102	83.5492	44.361	46.4879	78.9494	58.9184	66.2364	49.115	71.0846	66.6	60.2057	96.4153	103.227	141.89	83.8507	109.21	86.2527	68.173	81.2518	83.4951	74.6889	114.759	210.08	106.341	65.2136	72.5045	115.36	97.3366	92.2498	73.4297	69.0628	82.6571	102.623	60.8292	93.6764	84.8352	74.11	62.6168	64.5219	59.6617	61.9214	86.4206	100.146	76.6404	127.916	85.8249	65.7277	46.565	41.2982	61.1632	53.2386	46.284	57.3975	75.313	111.954	89.05	59.3102	64.3547	98.5006	73.4667	69.367	72.8448	58.6896
