	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
SMAD3	18.7681	21.4525	16.8207	19.7724	27.4981	23.4151	30.5217	16.6603	16.1294	16.9521	16.8111	29.9316	33.8194	24.2932	28.0019	18.6905	19.3106	21.39	23.9387	22.1682	18.4231	16.8238	13.9072	10.7726	12.8153	12.7407	13.6482	16.2466	19.7688	9.26736	21.317	27.3913	17.0501	15.4543	18.4231	19.7212	20.9198	20.3607	21.33	21.3723	18.6878	17.8753	16.263	18.7188	17.8805	17.1228	16.9387	18.7323	16.5538	16.197	17.1191	17.0237	15.1926	15.1053	14.3862	21.2571	23.9836	25.7234	21.8991	22.7926	15.3157	18.6798	20.3725	19.5591	16.4232	19.9699	16.8596	14.8239	20.8611	15.8347	16.4279	20.4666	17.2677	19.1416	21.8621	18.9277	18.9113	19.305	18.7891	18.2711	15.3666	23.4218	25.0937	19.0783	20.7682	22.2426	16.9949	16.1952	18.1714	19.0824	16.2513	21.1213	31.2088	20.0969	20.9063	19.0838	33.5838	21.8236	21.9798	21.516	20.8807	22.709	18.3767	19.1609	17.8264	16.7162	20.0153	15.3821	22.2747	17.9709	17.365	22.1706	15.8741	14.205	16.3747	24.0078	18.3054	22.7319	19.526	16.396	19.0261	13.3727	19.8294	15.2942	23.9491	21.1	17.5145	16.3665	12.1674	14.9118	16.31	18.4039	16.9607	15.2596	15.4365	19.2759	23.6558	18.9823	29.336	31.1213	18.5524	21.9821	16.6807	18.8379	26.4212	16.2092	20.477	18.6569	21.39	19.3134	17.2515	22.7991	15.6188	20.8732	18.8325	15.9153	19.6672	17.6832	17.6755	17.5107	15.3334	18.5744	17.5107	16.7397	25.5185	20.7054	21.36	21.3001	18.5911	18.011	19.3817	19.4334	16.7506	15.4443	19.0179	16.1172	15.4955	17.8637	18.4139	19.3231	16.2314	15.402	22.4981	23.9629	29.1778	36.4009	32.6745	29.2853	26.2117	21.2395	20.7159	21.135	18.9727	21.87	17.7611	17.1994	16.5455	22.926	16.448	19.3684
FOSL2	29.2304	24.8553	38.9992	22.2795	28.6096	43.5864	31.7189	35.5457	41.762	40.1597	28.3674	26.5471	30.6495	29.9553	34.4006	44.1729	41.6898	39.0766	39.9145	31.1392	27.3972	32.783	25.4395	30.7779	33.9854	42.736	23.2486	25.2642	35.6842	30.122	33.6808	28.8663	22.4293	32.2582	25.2351	23.796	44.6207	29.8122	28.5149	23.2076	27.1986	26.3632	31.5139	30.342	29.3846	35.1079	26.7265	32.5066	34.4924	31.7623	30.5856	21.4974	29.8003	29.4577	20.2321	23.5148	28.3817	27.7468	33.917	47.6647	26.5175	33.7306	28.9893	24.1335	25.728	27.4585	24.232	29.3307	27.655	23.2771	28.8164	34.309	29.2536	34.0983	25.4744	41.0993	33.272	28.245	29.1442	30.8578	29.6964	26.2873	23.3965	26.1155	34.8433	56.306	26.8162	34.6231	27.3125	38.8072	29.6344	23.2076	26.6343	47.7008	40.9501	91.3174	31.2246	33.3031	37.2552	64.8528	74.0273	49.1504	48.566	40.872	35.2409	31.1594	35.5879	27.2378	70.7449	35.7601	38.9767	30.3201	30.6264	27.2339	54.5097	34.9867	32.214	30.2154	23.4843	31.4753	27.2299	25.6549	31.0351	27.6212	29.1779	41.2268	38.4787	33.0355	43.6163	25.9458	36.9465	26.9411	32.2396	23.105	28.4544	24.9279	37.7035	32.3186	35.7563	29.4737	36.9292	45.164	49.0813	27.8931	27.5993	29.3857	97.0005	46.0894	63.5851	48.7465	29.9661	25.3435	40.6268	30.6495	26.2939	41.3473	27.1594	17.4151	23.9689	28.7729	21.36	44.8786	18.6576	26.464	33.7743	26.1881	29.1327	27.2054	27.8038	30.3441	28.6467	24.6351	33.1404	26.3651	31.1224	29.006	29.53	33.2097	36.6866	31.4753	42.1777	33.9805	28.4615	34.8132	29.0081	29.2136	26.3765	25.9019	30.4493	77.0861	74.8451	39.3067	70.1409	39.2105	35.8827	26.8095	31.2899	31.4526	30.8578	23.0112
PRL	16.4409	12.9154	16.2724	21.6372	19.7781	18.6153	27.3972	15.7658	16.6531	12.6848	15.9969	27.665	24.4653	18.5751	20.4902	14.2419	16.4208	22.0242	24.0372	15.5739	13.7855	16.2186	16.1091	14.7919	12.32	11.3421	13.0106	14.4767	13.7439	10.9218	17.6069	18.0552	12.6301	13.8912	15.8821	16.7156	15.0803	17.6082	18.2199	12.7343	13.8044	12.4279	15.6684	14.2984	13.6256	20.3402	17.5007	31.1415	17.3325	13.1387	14.6213	15.2167	18.7445	15.9981	14.5782	15.8227	21.617	33.9732	26.594	13.9143	12.4467	24.7918	18.3041	12.4485	17.9657	13.8184	11.7606	16.7736	17.4176	14.6868	14.2963	13.6413	20.3842	15.6109	14.672	14.3531	11.4976	12.0749	12.4449	17.1994	15.3201	14.2173	14.0756	15.4665	17.6336	20.4372	16.9094	13.5015	18.0734	16.3311	19.0797	11.3838	30.2655	15.7499	16.3677	11.709	30.2263	16.3913	13.9012	16.3995	13.8632	16.8827	14.672	11.066	16.7277	17.8354	16.0004	14.691	19.6757	16.5527	14.7568	13.5727	16.3512	12.2043	11.9399	14.1508	15.0673	12.4629	15.2036	14.1335	12.7692	11.9606	15.0944	12.3094	15.817	21.3216	18.6019	15.1086	15.2343	11.9279	20.9817	20.5287	12.4431	14.8165	14.9537	23.4066	15.8216	15.1173	21.3615	22.3567	19.2703	17.8457	16.3182	10.8239	25.9842	16.0165	16.7651	16.2525	19.0852	16.4196	20.4563	15.7363	18.9919	17.3438	14.971	14.6826	11.6964	14.4163	14.2039	25.7865	14.6614	13.4976	13.4142	19.6205	20.6221	19.0056	19.0042	18.3887	18.9441	17.5765	17.7317	18.9304	14.2439	14.4475	14.5363	14.1712	14.4205	18.9932	18.1832	24.6688	18.3569	11.134	15.9038	20.0579	25.2733	22.2779	19.103	16.6292	18.3001	14.7154	13.3198	14.3221	14.9839	15.5022	15.8752	14.1804	14.7249	13.4132	14.691	16.9692
FOXO4	54.3019	57.8208	51.6071	70.6633	25.5185	75.9423	28.1759	63.2242	55.2192	61.2889	67.5423	32.2721	33.4053	31.2133	38.6023	64.1603	81.6332	66.1886	56.1945	47.8747	47.0777	51.7411	40.523	84.5483	104.179	89.9267	51.4549	49.1893	45.0065	82.5499	51.0597	72.6299	52.6625	44.278	37.9323	52.826	69.9844	92.7162	50.7407	47.9299	58.6685	37.6031	56.3932	49.4629	50.4745	69.4145	62.1672	48.6606	65.3735	63.9987	57.8208	84.3658	66.3318	77.9097	63.015	58.9778	54.5117	52.8869	43.1008	65.7514	57.2117	53.6042	66.0029	60.7197	67.3188	71.3232	54.3391	63.0196	72.541	61.7832	75.8001	61.9035	68.2122	72.8395	59.5114	37.1627	48.7062	47.792	43.9823	38.5967	39.9433	73.95	49.4915	50.3365	75.6474	51.0487	54.6296	69.6549	60.6672	62.5897	63.4981	52.029	45.8889	57.414	69.9441	36.3694	37.1694	39.0921	52.636	43.9982	60.5057	50.1772	48.7097	45.6909	51.9428	52.8412	73.2817	68.2614	57.1252	70.5946	67.4742	73.0445	68.168	45.8096	64.6475	71.9788	63.0786	65.4819	53.6429	50.3003	44.8366	56.4827	46.1974	51.5625	54.8584	66.7441	63.9227	67.1783	76.4143	49.5343	64.031	85.6889	55.1676	60.1927	69.1275	56.1702	49.817	60.3316	42.9582	39.9261	73.25	57.2076	101.381	38.6607	33.4221	57.2034	65.4347	60.781	47.4386	58.3733	69.0827	51.8456	47.4694	65.7632	85.8868	50.5218	47.1966	57.7064	62.2479	57.8	46.6254	47.5858	60.7591	44.8124	86.0478	55.9239	47.4284	56.9403	57.5631	68.2221	45.6317	60.8467	79.5145	61.172	60.3056	57.4016	65.3075	60.5232	63.8559	65.7987	74.1206	117.694	44.5725	29.2157	34.678	27.6969	29.2599	32.4774	33.8632	59.7778	58.3271	50.17	48.1792	48.9066	62.5671	66.85	65.6709	64.3918	60.3186	56.969
PLAU	157.186	111.89	95.2622	117.208	79.1858	89.0692	655.097	137.978	616.293	318.87	257.89	844.867	596.504	115.136	238.19	410.383	309.991	349.121	113.187	97.8076	74.0753	140.795	96.0963	190.719	162.946	137.978	64.1349	142.556	197.061	162.822	139.483	51.6071	100.58	177.769	85.9765	120.63	172.906	133.279	158.357	75.9232	91.3569	161.648	104.337	124.821	250.132	155.06	96.7388	101.64	70.1485	59.7133	94.2179	93.8858	104.041	126.815	79.0661	270.099	83.7843	76.4969	79.049	778.221	107.907	83.7783	118.905	108.688	200.527	110.623	67.0043	153.228	46.0346	36.5086	80.4538	84.6367	67.6397	156.858	79.6063	125.592	199.748	109.072	222.032	84.4814	76.0847	256.26	121.031	115.493	48.5171	133.938	889.947	554.92	101.213	59.4943	121.45	203.291	66.5665	68.7278	686.431	1349.54	68.7699	226.891	236.497	161.084	126.191	171.85	133.553	232.459	88.9281	151.461	47.3533	141.553	176.837	89.3391	288.463	177.641	135.111	182.861	108.99	231.14	93.8791	89.4164	95.5888	105.183	134.059	90.8319	63.3679	152.325	248.068	490.668	142.952	93.7946	284.89	109.198	136.85	56.6335	167.541	101.637	220.931	104.903	68.2565	111.954	65.9245	73.9393	678.759	575.026	478.864	155.653	68.5868	136.613	157.379	238.241	90.7469	125.488	73.5992	48.2035	114.1	135.004	95.8612	39.7997	85.4978	78.3601	91.0973	78.6712	72.2073	86.1098	67.7787	79.4144	123.097	110.269	58.1823	77.2168	64.2528	60.6148	90.5248	60.6848	79.4916	72.8002	120.996	83.1589	39.4017	103.461	66.0791	84.8229	71.8674	142.576	75.6938	270.527	166.68	402.55	247.479	69.5296	73.0287	757.75	98.7031	141.967	182.191	179.184	91.5777	73.2184	77.9378	87.2747	88.9986	73.5488
NOS3	13.9454	16.1696	17.7931	13.1435	15.9337	19.1664	15.3843	15.2332	11.7344	12.8754	13.099	16.0246	15.297	15.402	14.5803	19.4544	14.9128	15.7001	20.0608	17.6285	13.7697	14.4454	16.5288	14.8764	13.9544	22.832	13.9987	19.6255	14.9171	25.0034	14.1549	18.1714	13.7741	18.5123	16.4569	13.7538	20.3571	16.9986	13.2949	12.8513	14.9096	15.7635	13.9474	13.8972	16.2724	14.5787	14.8828	15.3168	19.7938	16.604	17.4001	17.3338	17.1154	24.2547	15.7692	17.0047	15.3887	16.072	19.8123	27.5318	18.2672	17.439	13.6945	15.643	13.7538	12.5548	22.3631	14.16	15.3058	15.7976	15.2431	22.2298	16.9534	13.656	20.7562	14.6614	14.46	22.5492	14.2419	17.055	15.9601	18.0136	15.3036	15.6989	16.37	17.6107	14.2429	14.7877	15.2332	16.5336	15.6724	16.6916	16.8135	13.3093	13.9032	16.2396	13.9604	14.1641	14.8357	17.7611	17.7982	16.4386	20.5435	11.4934	20.6384	14.9656	16.2502	16.5312	12.6274	13.9403	17.0907	14.8774	20.1404	16.5419	16.7881	14.9688	14.459	16.3206	15.4777	13.9333	12.381	12.8541	15.725	22.7204	15.3765	15.6031	13.9514	17.8014	15.4799	13.0181	15.8056	18.5711	15.4922	14.7462	12.4764	14.6055	21.8897	12.7113	18.0136	14.9311	13.7558	14.9699	15.8067	13.1567	17.8303	17.8149	17.3275	16.6723	19.8752	17.8779	21.6653	15.5643	19.5078	15.5033	15.1533	18.0546	21.3277	14.9559	13.9725	17.087	12.9853	14.507	18.4152	13.7855	19.1003	14.4819	18.8787	16.1894	18.4099	20.6577	18.1989	15.144	19.2121	17.5866	12.8208	19.663	15.9073	16.2783	12.9536	16.0327	17.1228	17.4076	16.5419	17.9916	18.2435	17.7611	15.5795	15.6098	16.8741	16.9705	18.2238	15.6481	15.5649	17.1709	16.5568	12.9042	13.3131	15.0088	12.8931	14.46
ETV6	149.143	144.323	96.2764	123.952	55.0128	72.1293	74.5008	84.7496	107.372	139.176	138.267	111.391	85.7075	85.1474	73.6628	133.76	139.056	111.271	102.83	119.963	127.511	118.162	61.406	277.876	146.777	212.73	211.325	132.532	116.161	209.234	125.001	54.4214	165.507	164.912	155.239	113.22	151.701	120.587	124.435	91.6734	160.043	169.05	80.7325	147.169	238.602	148.81	111.431	96.2071	131.656	252.931	154.191	96.8644	123.381	209.989	241.264	93.967	69.1574	49.7811	59.4214	83.099	106.54	78.3488	159.634	128.758	235.171	168.904	108.578	98.4367	91.9313	150.959	130.035	208.692	98.9487	234.833	104.488	237.162	129.069	172.036	134.436	106.379	159.916	186.064	195.829	121.432	132.255	160.366	133.226	189.596	165.436	81.7922	123.746	458.439	49.0054	154.692	121.24	269.108	51.244	83.483	142.166	163.351	135.779	134.533	150.373	191.601	110.918	162.284	119.7	144.604	235.51	208.873	127.309	217.191	170.518	94.7352	332.645	227.079	177.104	248.425	216.956	222.946	167.631	159.812	186.83	213.483	124.92	162.003	119.368	201.599	269.943	267.774	207.792	91.094	134.669	103.618	244.29	83.1529	84.1533	80.4249	52.5489	62.0956	98.9415	115.452	154.993	168.151	59.8683	155.979	89.8814	62.0017	71.6838	72.9682	77.8761	97.6808	154.291	88.6978	78.7222	91.1991	189.391	102.622	214.33	124.484	127.053	264.743	150.883	168.916	105.752	102.394	114.784	100.038	105.395	96.9656	116.972	77.0889	122.531	153.062	176.786	94.7215	96.6448	51.1039	121.083	113.784	146.328	224.186	127.355	108.312	76.8449	75.2289	99.8582	64.0679	77.5876	213.467	161.177	141.217	127.645	133.606	183.23	158.951	165.329	164.912	173.23	162.952
PAX6	23.211	27.6062	28.6663	30.948	38.8548	34.0627	33.6432	24.6307	27.0335	23.3435	27.1271	43.1863	32.8172	27.2702	36.7977	31.352	26.6525	25.9402	31.1448	26.944	24.5899	29.5768	20.0977	18.5798	27.9807	22.8674	22.589	30.8234	28.9527	25.2287	24.1945	38.3708	21.7772	24.4204	33.2073	29.6664	36.4101	43.1537	31.3542	26.1701	25.5801	22.6151	36.0408	23.5733	31.4379	30.6661	27.1144	22.9185	20.5961	25.5931	18.4437	23.5597	22.7655	20.0384	26.6679	25.4588	33.6214	34.1462	37.3076	22.4948	18.1589	30.8189	25.1906	27.7059	23.9914	28.6808	26.9771	25.0783	26.9227	30.3277	27.3607	21.5664	32.9855	28.2114	26.0001	24.8302	24.9836	27.9022	23.2562	25.9589	21.7052	27.1174	24.2591	27.7538	34.2941	37.152	28.0776	25.5102	27.9867	29.1138	28.9308	22.7622	50.878	28.2521	25.1217	30.5272	43.8921	46.7852	28.8778	28.5962	28.1566	30.1296	33.224	20.9704	32.8031	33.9793	25.1598	23.7917	25.0892	20.5072	29.9931	27.5367	25.8469	25.49	27.7059	27.5129	27.9747	35.5546	26.3736	27.6281	23.3654	23.8776	26.795	26.2381	31.6287	23.3418	29.2126	30.0385	27.9203	23.701	20.2912	27.6241	22.5029	22.7753	33.3512	28.4134	29.4662	30.2426	37.223	34.3609	29.4439	25.6373	27.0491	22.2562	32.8291	27.3351	25.017	32.6004	26.1278	31.6561	30.85	32.8149	32.1364	29.9866	26.2428	26.0582	19.4818	20.8259	27.1076	24.798	25.987	20.8109	24.2206	20.6793	38.9445	33.2552	26.2911	29.5278	26.1862	24.1927	26.9285	26.0807	24.9468	25.4937	25.8674	30.1382	25.8506	29.1652	24.0832	30.6418	31.1134	16.5532	31.0933	27.5506	29.6024	25.1425	36.8495	44.5291	35.0535	26.347	28.7304	22.8443	26.2466	32.3594	28.7946	25.6854	25.4716	23.221	21.9457	18.6885
BCL2A1	85.1597	83.4289	61.7432	86.8888	138.956	189.774	1939.95	415.62	1395.77	808.686	757.095	553.921	867.286	491.375	658.006	296.427	198.186	623.439	246.917	109.505	202.078	150.568	804.908	89.1269	43.5252	122.686	131.164	36.1109	195.914	55.4425	439.392	2484.5	99.0771	348.468	202.822	128.29	198.328	131.998	124.139	207.792	165.83	55.9642	66.485	141.818	116.454	63.3062	150.867	77.6519	278.277	136.84	84.384	84.2625	47.6682	96.6238	146.893	314.92	37.0438	421.075	235.901	1413.63	187.463	222.328	153.449	94.0686	429.099	292.755	219.994	71.0616	56.4095	173.38	145.613	287.757	575.149	52.134	496.321	103.372	53.4808	151.188	867.786	84.3354	138.846	181.771	333.509	114.755	687.817	237.393	364.334	388.377	78.236	89.8555	212.286	61.1015	157.005	551.492	824.334	1922.56	128.452	732.415	262.218	978.525	335.412	566.431	1211.3	176.786	581.441	340.452	788.777	290.612	63.7915	274.691	208.017	340.158	203.532	421.47	434.168	184.995	195.858	228.392	453.087	171.442	161.374	113.489	213.252	224.558	103.245	134.339	203.481	672.576	111.552	217.582	119.11	222.016	62.698	93.5987	197.373	53.2885	86.5452	31.2628	94.3945	160.002	1526.7	1076.7	80.6453	317.884	292.291	314.467	972.691	1274.23	226.018	199.116	116.555	146.713	68.8294	634.678	122.505	55.9602	191.974	168.491	193.223	126.323	69.2222	293.685	91.1728	77.6575	52.4429	177.513	89.6163	51.6629	58.0044	41.756	125.859	103.186	78.067	94.0415	106.732	111.447	41.2387	54.7557	106.809	108.351	47.8195	157.39	196.465	691.095	337.618	621.197	173.399	67.5812	427.618	2633.23	208.332	140.699	218.446	173.505	93.5617	72.7608	80.9655	66.7874	101.06	77.7303
TFAP4	37.7987	49.3277	43.0915	48.0025	67.5082	64.0033	64.4383	54.2297	49.9824	33.8291	57.9919	46.3341	56.308	49.5522	49.7883	40.7103	54.3705	63.9342	45.2846	50.3474	41.8343	46.9558	33.5717	32.9298	45.0243	38.072	40.1974	51.5922	50.9642	40.7338	57.0759	99.0557	51.883	37.7442	40.7867	51.7561	38.386	56.4664	55.3587	46.3341	46.7566	57.4057	67.5082	41.8765	41.774	61.5035	62.4455	51.5254	42.3132	57.2818	51.827	54.7794	55.4944	35.6919	45.363	41.1112	60.2622	69.2422	52.4392	58.3818	50.4491	46.2207	58.8463	40.0644	69.8938	43.6289	36.3825	53.8132	44.6303	53.6274	56.8665	56.0166	51.1666	49.3028	40.5085	51.9241	48.8925	39.9721	38.2507	54.175	45.5332	49.52	40.4414	41.6958	47.4968	42.7514	47.3737	41.3548	51.8083	56.7805	55.3667	39.9779	94.7829	56.3486	48.4682	43.0884	74.7373	67.5082	64.6242	40.3279	44.772	47.3874	45.7173	46.0877	58.0964	48.889	44.4026	49.1185	42.1064	49.8098	50.4164	43.4908	57.2818	45.1543	44.7204	49.1397	57.1994	44.3099	45.3891	44.1252	33.5307	54.6927	50.3946	46.304	31.7852	57.9251	59.2078	44.8043	63.9434	44.9271	57.472	75.5603	50.2423	54.5038	63.902	49.2567	48.9419	53.2194	60.4883	78.5918	48.8151	47.1762	89.7714	36.477	56.4217	45.4611	39.9952	47.384	58.6516	55.3427	56.9608	44.4698	41.0846	44.5532	66.5425	46.8679	50.2786	67.0816	47.3635	54.5746	51.1334	37.6356	50.8102	47.4762	79.8245	53.5001	55.9844	54.8268	54.2922	68.2615	59.3145	49.0619	59.0927	52.7233	60.4013	58.66	54.5903	60.4491	48.7764	59.7262	49.31	76.8062	56.8952	63.3884	63.288	79.7555	67.6445	82.2176	53.4384	37.8068	37.0144	38.5745	39.514	54.1984	58.1132	46.0611	53.821	58.5334	46.9659	54.8505
CYP1A1	16.4599	19.2162	17.5297	19.5043	25.1317	18.7107	25.6863	27.7328	23.8974	27.9777	29.6419	94.9744	69.2122	59.46	34.8132	33.0795	36.223	24.9746	33.1058	18.4976	15.1347	18.1596	16.9216	16.0987	10.2975	18.6408	19.55	16.7923	19.1313	13.1567	19.0975	19.5824	20.9198	16.6976	18.527	16.3347	17.7138	18.0513	15.3091	18.9256	17.5917	14.5111	15.2475	18.7986	16.8389	21.2005	18.3199	17.3675	16.409	31.9298	17.3425	16.7578	20.0912	15.1293	15.9739	111.906	27.4229	27.6192	20.5287	24.6831	17.8766	20.8882	15.1981	15.9773	16.7464	18.4178	19.5951	22.3181	18.2041	19.5401	16.1754	22.9541	18.5871	19.8752	21.4742	19.2204	20.0449	21.7937	18.4192	21.9418	18.521	17.7931	19.0975	13.9816	20.4504	18.2212	17.2752	23.3729	18.8338	15.7919	17.8136	371.973	21.0802	19.6022	48.089	15.7035	26.1174	33.8096	25.3116	21.2128	20.4681	20.289	19.8552	18.6314	22.2442	21.1944	17.4604	21.4873	19.2363	20.1942	18.2606	14.3035	22.3599	16.1906	15.1751	17.375	19.6064	16.6723	18.5497	16.2971	19.3329	15.7613	19.1044	17.865	19.5725	17.9812	21.5874	17.5297	19.0439	14.9032	17.7393	22.4147	15.5537	19.3189	19.3803	18.2159	16.7881	22.2811	26.3081	23.0851	48.3147	105.501	126.888	21.0977	23.9767	19.3023	21.5563	20.1027	23.7019	20.6339	19.2717	17.6031	19.4292	19.3301	21.0211	16.1033	16.5122	17.7662	21.0726	18.7418	20.8491	16.4967	15.5727	19.351	24.3756	19.7709	18.3014	18.9837	18.191	23.0319	17.1425	17.1982	17.7374	18.3688	16.6856	14.6024	19.46	18.5296	17.8933	15.5481	17.1994	21.7529	20.055	29.0939	23.808	43.8526	58.8632	22.9541	21.3001	19.3148	17.8869	17.8341	21.6061	18.487	21.4224	14.102	17.8329	15.1631	18.5711	17.471
APOC3	21.7028	26.6343	43.0543	25.0847	23.9767	26.3025	23.3898	20.6995	20.4151	20.1593	25.4524	36.2595	32.0497	25.4836	25.5222	30.1784	21.6934	23.8612	30.958	25.3061	21.7859	17.8509	20.8476	18.1047	16.6615	18.9181	19.934	23.5165	21.7059	17.7176	25.703	44.6335	22.2314	26.329	21.6404	24.337	34.3869	26.5423	26.0291	22.5183	18.515	18.8094	23.3426	27.8831	26.6842	25.4928	20.953	26.3138	20.8311	20.2963	17.6437	20.3872	20.2044	14.6815	19.033	23.2403	28.8351	34.1548	28.9809	20.4622	23.598	25.6143	19.4166	21.9165	24.3264	22.4681	18.9987	22.9574	21.695	21.3769	21.5594	19.4951	20.2204	23.5199	17.5942	19.2148	23.1617	20.5686	19.8166	24.6049	22.1754	21.8645	25.2715	29.0771	25.8255	26.2041	23.3611	22.9888	27.1164	26.8114	23.8647	20.3417	23.832	21.8377	21.3739	24.9693	30.1393	21.0408	23.9301	24.2914	20.2029	26.24	25.4212	19.6347	30.4537	23.4928	26.6228	23.2671	28.6963	24.8383	25.4616	24.8365	23.1734	16.8511	23.1284	24.2792	21.2128	24.612	21.502	26.2778	23.4049	23.7686	21.8047	23.13	28.6797	26.0648	29.2831	24.8705	15.5582	19.7141	24.6315	24.0026	22.5573	17.3713	19.9168	27.7868	30.135	21.2388	32.4096	23.5674	25.7809	24.0217	12.9219	21.9766	29.6056	23.6116	27.4565	26.5844	25.8982	25.2024	27.7668	23.7173	24.4918	28.9976	25.5682	22.9623	20.3901	20.1129	22.9342	25.8628	23.69	24.065	19.7838	18.9864	29.7982	24.058	26.7246	27.2398	24.9656	18.9209	22.6452	18.8175	29.6846	20.7921	23.2704	19.9225	22.3535	27.3341	23.3477	21.5594	38.1077	19.1306	27.8069	25.753	24.1971	24.9333	30.7469	24.7009	24.7793	20.7861	24.1309	21.1106	24.9333	25.063	19.7852	23.9784	22.2426	25.8814	23.6558	19.6248
ZBTB16	166.368	204.201	228.294	219.551	146.059	118.913	166.56	201.57	121.231	239.722	285.856	280.531	93.6359	367.233	155.418	289.901	385.283	248.086	323.551	143.457	218.974	230.624	42.6191	808.163	457.005	576.104	272.764	178.256	177.846	234.258	154.313	39.1428	231.644	248.264	239.618	360.632	545.093	354.75	389.413	186.051	275.981	858.52	212.455	660.155	1112.78	283.866	294.087	178.694	549.074	84.6047	247.122	285.918	180.115	419.697	444.414	506.764	129.735	60.6848	135.106	221.68	248.336	365.919	362.188	191.439	522.219	138.706	368.081	328.028	86.2651	273.034	312.728	670.883	231.607	283.666	130.909	126.173	226.247	668.952	206.598	249.879	326.26	240.033	446.283	234.562	183.574	410.768	311.16	111.279	268.663	259.12	794.365	1222.92	95.0188	42.3834	92.4361	538.069	210.58	106.027	388.237	196.147	652.529	426.364	296.512	105.543	733.418	384.424	160.916	273.152	93.6494	38.0308	816.473	1056.79	432.482	69.1823	99.5063	736.383	522.031	578.433	1217.86	222.132	502.401	243.745	135.525	289.15	444.807	90.4466	240.743	267.196	615.828	776.555	166.896	33.895	329.781	380.758	320.748	316.673	252.104	184.383	189.187	127.062	169.331	177.379	345.313	188.996	151.264	147.801	289.379	153.36	373.773	376.855	236.122	253.36	218.293	273.644	204.451	306.305	1311.39	386.479	299.195	402.796	581.368	553.323	350.186	325.65	195.329	448.023	225.319	227.833	354.648	214.269	209.415	175.175	278.598	250.564	239.204	320.575	84.123	273.822	389.421	312.457	236.838	443.783	555.06	241.873	134.356	124.965	140.476	157.651	164.746	213.76	242.078	292.84	379.443	461.846	443.686	231.273	240.83	160.713	233.824	165.34
MSX1	14.3097	17.8072	20.1317	15.2486	17.6552	19.2384	22.4778	20.251	14.595	23.0104	18.4152	19.3998	19.8166	20.2088	16.7748	18.8528	25.4029	15.6065	21.0271	20.7652	22.368	15.7068	15.9314	16.5157	19.8495	17.4239	21.3477	12.9545	15.5168	17.6501	18.1504	16.1277	21.0287	19.3524	20.8041	16.4208	17.5423	13.4365	15.8455	17.2839	17.6552	14.1274	16.5086	19.9096	15.6065	23.0817	16.5419	24.2093	20.8747	75.0503	17.4994	18.7431	19.1127	15.361	15.1217	15.7476	16.0743	17.4453	18.463	13.4762	18.6919	17.2839	13.8532	15.2233	16.3523	15.3312	17.3313	34.688	17.5777	19.818	21.9339	15.0099	16.5789	15.2156	18.3622	16.0142	15.2871	19.4334	16.6399	19.344	26.5328	17.4377	22.8583	18.9864	14.2603	21.9039	16.6112	19.5275	17.5183	14.6731	13.3189	18.5979	17.218	16.5157	20.8611	20.477	17.028	17.2131	17.555	17.8547	18.9304	18.6287	20.7144	16.1033	18.3463	18.2238	14.9807	18.8406	15.0369	16.8268	27.1203	13.4355	23.0884	13.482	16.9375	20.9712	15.8695	19.4965	14.1988	16.1941	20.9545	18.2751	15.1326	18.3344	20.2379	14.6477	20.5257	23.9249	16.6304	14.6783	13.9032	20.1143	18.0539	17.659	13.9123	18.1256	21.0271	26.7902	18.6623	19.5345	20.6176	18.547	16.4232	41.9973	32.7263	19.3859	25.8385	23.9422	21.6606	17.82	16.4232	17.3313	16.7554	21.009	18.955	16.6232	20.4122	79.6063	19.5528	24.5253	24.589	19.4516	31.2156	18.97	16.8256	18.191	19.8452	17.4805	18.4883	18.1845	16.8632	20.1085	18.9591	17.0342	16.0165	19.858	24.589	20.2948	18.6153	30.4383	17.3038	15.1086	22.2474	27.3637	20.0738	23.8235	19.7539	19.9412	22.4584	50.3003	27.0832	18.5697	22.4455	19.6658	20.9063	22.6143	17.6628	15.4576	19.5881	27.6929
