	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
YMR195W	0.5554759	0.4019724	0.6342248	0.3375061	0.6051068	0.439968	0.0048035	0.3561667	0.1994063	0.6888292	0.367722	0.6527586	0.2369109	0.2900299	0.1842504	0.4886218	0.1605029	0.4488884	0.4356146	0.1049578	0.1526492	0.6267345	0.0675124	0.5207321	0.1920194	0.6033863	0.1917155	0.295899	0.3093359	0.443877	0.3410326	0.4288502	0.2419108	0.5822329	0.5989194	0.6399058	0.5483753	0.0047392	0.3308	0.7886895	0.4389762	0.6425246	0.3928361	0.5507501	0.3014673	0.765658	0.1248993	0.2753761	0.7767004	0.2335808	0.3499378	0.8352361	0.5199738	0.5628637	0.434756	0.1434086	0.4157595	0.2762564	0.3449314	0.0092401	0.4294089	0.4128929	0.4513743	0.0062278	0.5937119	0.1491683	0.5713459	0.7473033	0.3305877	0.3520961	0.2383692	0.6435965	0.0098656	0.0637962	0.2755646	0.2865535	0.0509673	0.6472117	0.4297183	0.1312252	0.6521916	0.4461398	0.18718	0.4579784	0.5153842	0.3373615	0.7927475	0.4584439	0.46708	0.2865393	0.33403	0.7641792	0.5745085	0.2982141	0.4625486	0.1656572	0.4278466	0.2691321	0.5826708	0.6159007	0.0139673	0.0660959	0.3546435	0.2159813	0.6368765	0.0808318	0.5205026	0.4784081	0.5267261	0.4759776	0.560995	0.5390688	0.4331872	0.4418495	0.2806382	0.3772865	0.3275912	0.4705367	0.4607479	0.4531538	0.6531103	0.1989252	0.4197783	0.2861407	0.511738	0.0090364	0.5020412	0.2802179	0.0023381	0.6761783	0.5609722	0.6678055	0.574407	0.0017694	0.1191813	0.4640006	0.5647755	0.1045969	0.4745604	0.2694115	0.6529515	0.8597194	0.2524275	0.5105829	0.0672188	0.2559922	0.3589937	0.3353908	0.0028688	0.3434698	0.435836	0.2297811	0.6139007	0.5375624	0.2843806	0.1952897	0.343543	0.0150087	0.1334523	0.1013902	0.5926528	0.4900824	0.3785556	0.5845661	0.188746	0.2191114	0.2206496	0.1929054	0.1247543	0.6546361	0.108444	0.3217223	0.3656384	0.4028797	0.716953	0.3994865	0.4920661	0.4095759	0.7357419	0.4058868	0.3527775	0.5734287	0.4600792	0.5154059	0.5263282	0.1424432	0.3213404	0.4058153	0.441854	0.1635117	0.3722892	0.4430494	0.366869	0.0609188	0.6819654	0.4516057	0.2203287	0.3464502	0.38291	0.1415302
YDR524CB	0.5790856	0.4016419	0.4819018	0.6911184	0.0766249	0.101562	0.6411056	0.5540292	0.328262	0.2493079	0.2705778	0.1103627	0.4272665	0.4188775	0.050106	0.5945602	0.4871591	0.3513	0.6638261	0.5800668	0.1180593	0.2884153	0.0507269	0.4160874	0.3838263	0.0726369	0.3886768	0.1256531	0.5320257	0.3074226	0.4735973	0.470231	0.5553871	0.6083552	0.3387471	0.0584792	0.0030282	0.6040035	0.2586651	0.072945	0.1344226	0.4981275	0.3917002	0.6523853	0.2910458	0.2322805	0.2682006	0.4669131	0.0661722	0.5253783	0.1416504	0.0869135	0.6445322	0.3262542	0.3368967	0.1639627	0.4605526	0.1904504	0.6169563	0.6816574	0.703666	0.1417149	0.4640575	0.6381689	0.5704902	0.6518428	0.0313683	0.0246359	0.4178853	0.122525	0.6896351	0.1626088	0.5128457	0.4758467	0.2102658	0.5092827	0.4886946	0.0859592	0.553008	0.1618673	0.0273978	0.0735518	0.0812521	0.1474368	0.0587625	0.4661386	0.0062088	0.4311076	0.0569203	0.2151789	0.74642	0.0336887	0.1193821	0.6046109	0.4719437	0.3830171	0.541428	0.382751	0.1457104	0.2785365	0.4581249	0.2569477	0.4005258	0.5188886	0.1354631	0.2485736	0.0827344	0.398763	0.4326382	0.1337803	0.3287917	0.5960009	0.429067	0.0776173	0.6466243	0.252639	0.6008562	0.2457994	0.2131988	0.3837834	0.0474879	0.6175919	0.1143761	0.5059229	0.4092292	0.658113	0.620096	0.4195379	0.1394277	0.1391699	0.0208505	0.0650299	0.4847914	0.3827727	0.4822851	0.6344104	0.0738058	0.5536259	0.1547396	0.3743182	0.2350844	0.1721048	0.5028044	0.6746854	0.5576126	0.4009868	0.456	0.496323	0.6990719	0.1584873	0.7140128	0.6043357	0.1094531	0.1186206	0.6276483	0.3666029	0.5363339	0.377045	0.3876038	0.5510215	0.5859307	0.0555973	0.2532584	0.2957068	0.1126147	0.2911744	0.1421299	0.0725197	0.4706617	0.1994192	0.65077	0.3397435	0.5916456	0.3744659	0.3379871	0.3281894	0.5205871	0.5702342	0.2493168	0.3640491	0.1774431	0.3033794	0.3899097	0.1158041	0.5292355	0.5314003	0.4398646	0.1676546	0.001378	0.5300799	0.4926739	0.556427	0.4352638	0.5115536	0.3051709	0.4574041	0.4929924	0.4857394	0.6062761	0.2653472
YDL227C	0.6346391	0.7334331	0.5484606	0.5129934	0.4295095	0.6630605	0.4968829	0.8534093	0.3730502	0.6690436	0.3469037	0.5367011	0.5682074	0.6729285	0.6176605	0.6336616	0.5510943	0.7384324	0.5489026	0.5795696	0.8155189	0.5227918	0.7642608	0.6318782	0.6978137	0.5685565	0.6919408	0.5800303	0.6989602	0.4348208	0.8477927	0.7313201	0.5986375	0.42823	0.4027374	0.6605128	0.7523803	0.816234	0.7711616	0.6439166	0.6104587	0.3079389	0.6241863	0.6129707	0.5948417	0.6870777	0.8299008	0.6626267	0.7503661	0.5227174	0.6919058	0.599016	0.6902626	0.6319232	0.4198417	0.5076691	0.7319657	0.6128008	0.7911619	0.8523516	0.6021379	0.6463624	0.6632552	0.5500585	0.5457498	0.4793916	0.7586056	0.6138477	0.6357541	0.7596804	0.7369275	0.7927545	0.7781614	0.5457275	0.6002571	0.8961908	0.6831198	0.3985745	0.4933722	0.6957932	0.6256215	0.6450821	0.3681563	0.6283014	0.6743719	0.5674959	0.7499125	0.7227161	0.6069227	0.6468317	0.603018	0.3423204	0.3797238	0.352222	0.5959676	0.6785063	0.5342683	0.5542342	0.6819035	0.6128423	0.6805677	0.7076627	0.8219779	0.6551602	0.4340881	0.6673959	0.2487472	0.6670236	0.6414793	0.7476816	0.6026309	0.7593434	0.2621701	0.5600676	0.5550118	0.725778	0.4823856	0.6240384	0.5324986	0.7300677	0.7161134	0.4335542	0.4267989	0.7147751	0.6045604	0.4715389	0.6900604	0.2080825	0.702414	0.700027	0.6361975	0.7602195	0.6579436	0.7622489	0.5413421	0.5991655	0.6421994	0.4475389	0.6928212	0.7224978	0.6910693	0.748181	0.4690066	0.2371002	0.8499596	0.7717667	0.7060258	0.3736948	0.7316581	0.5286362	0.8145362	0.6905453	0.5240179	0.4206827	0.4792088	0.6024271	0.5809896	0.3882188	0.5582229	0.7464075	0.5493697	0.4326676	0.7362963	0.8244105	0.8117044	0.3774838	0.7384513	0.7208025	0.6582106	0.6866286	0.7433845	0.4650891	0.6494422	0.7805401	0.6538824	0.442591	0.8042656	0.6902419	0.589178	0.5491513	0.6742542	0.4154839	0.6945553	0.7511783	0.5819979	0.6372578	0.6335136	0.747766	0.6384852	0.6795746	0.6355774	0.5114664	0.6615327	0.7788079	0.47425	0.6709983	0.3299935	0.8359183	0.6826887	0.9405255
YDR527W	0.6713646	0.4342091	0.6178866	0.7327754	0.3415978	0.6428759	0.7197998	0.6978	0.5112037	0.6438547	0.6247225	0.6504803	0.7792315	0.5931707	0.8777457	0.6147268	0.597228	0.4871435	0.7747286	0.7361996	0.5933845	0.617881	0.5958345	0.5827757	0.7990963	0.7720796	0.4471727	0.6930535	0.7593037	0.6914191	0.6612777	0.493271	0.4032192	0.7242487	0.7052979	0.7498467	0.5930301	0.5080121	0.3939807	0.6497529	0.6396104	0.4859442	0.7586006	0.7024873	0.7312431	0.7429435	0.7337743	0.6783512	0.6209512	0.7167792	0.6341236	0.6267282	0.414893	0.7128305	0.6290319	0.5811679	0.5682176	0.698412	0.7797501	0.6014343	0.3497239	0.6197419	0.5536035	0.7961045	0.4002533	0.7785993	0.8346958	0.6436506	0.6332113	0.6324218	0.7208684	0.8086812	0.7885587	0.7043784	0.8812222	0.6671286	0.643985	0.6941369	0.4861296	0.7654668	0.5908824	0.7582567	0.7023832	0.6891293	0.8071624	0.4281157	0.6387627	0.6936857	0.40092	0.7104421	0.6004806	0.71687	0.5494414	0.7715128	0.5052317	0.7513018	0.6670751	0.6436055	0.682625	0.7832311	0.7461194	0.7515991	0.6240066	0.8385682	0.426729	0.7081438	0.7463434	0.6458993	0.5587472	0.7583957	0.6851987	0.4468877	0.8195508	0.6440269	0.7364495	0.375035	0.7576064	0.7692618	0.4958348	0.6176227	0.4174715	0.3964742	0.6650118	0.8138394	0.564348	0.6415373	0.7594119	0.7160009	0.7172702	0.8791971	0.5909091	0.4024003	0.7144146	0.647729	0.808132	0.6010595	0.5513024	0.6678145	0.8011903	0.6976837	0.6496189	0.6352173	0.5904381	0.7515489	0.46558	0.6092863	0.5387844	0.7453074	0.4237212	0.6548179	0.8136386	0.807013	0.4988614	0.5873245	0.7948737	0.7481489	0.476368	0.589667	0.6753663	0.6004666	0.7170198	0.5266231	0.7108052	0.7666213	0.500345	0.6574692	0.7772793	0.6610426	0.7583375	0.7475579	0.6277408	0.741521	0.6685743	0.5742035	0.8115595	0.7122835	0.6739383	0.6869512	0.4798016	0.4687617	0.6484612	0.6385077	0.5980369	0.4346491	0.827007	0.6661286	0.7381848	0.6444615	0.5844002	0.7016429	0.5866791	0.7716999	0.5966379	0.3846006	0.5469277	0.5346879	0.4963386	0.7923458	0.6630137	0.6224666
YKL178C	0.0271913	0.170111	0.006921	0.0218917	0.0854947	0.0566085	0.0359734	0.037752	0.0759435	0.0381092	0.0473897	0.0197328	0.0099979	0.0276207	0.0331228	0.1138796	0.0408566	0.0278737	0.0177697	0.0272995	0.0615319	0.0282957	0.0341524	0.0009741	0.1028275	0.022007	0.090788	0.3182632	0.030906	0.0220171	0.0314831	0.0471863	0.0323701	0.0130437	0.0270968	0.0115218	0.0609882	0.0473484	0.0424404	0.0329607	0.0339855	0.0219925	0.0525525	0.0250843	0.0229958	0.0057628	0.0857282	0.0065629	0.1801559	0.0029313	0.0226666	0.131397	0.04621	0.0011483	0.0318578	0.3857505	0.0040254	0.0416735	0.0505576	0.1127735	0.079593	0.1517691	0.0347813	0.0564233	0.0380845	0.0127059	0.0392652	0.0662261	0.0027689	0.0642342	0.0131587	0.0108271	0.1730005	0.022492	0.1366343	0.048677	0.0871537	0.00631	0.0145512	0.0295859	0.0781517	0.1795512	0.0803888	0.036505	0.1506863	0.0508946	0.1607563	0.0144164	0.2221276	0.0190764	0.0309124	0.0661004	0.1049007	0.0771463	0.0594783	0.1570246	0.0171692	0.0350904	0.1962719	0.0273056	0.0167259	0.3339471	0.0335376	0.0427376	0.0156036	0.1756793	0.2067407	0.0452493	0.0126082	0.0982685	0.0141342	0.0231387	0.0228136	0.0172978	0.0178028	0.0460423	0.0196644	0.112684	0.0247355	0.0783897	0.0323481	0.0028345	0.0029172	0.0193694	0.0828366	0.0361901	0.1355087	0.0372968	0.0299062	9.88e-05	0.0304486	0.2136961	0.0068968	0.0127244	0.1124303	0.0282773	0.1230044	0.0709674	0.1678097	0.0506695	0.0539574	0.1662911	0.0498364	0.0273408	0.03528	0.0377114	0.0460248	0.1276422	0.0264161	0.2873655	0.0124142	0.0256537	0.0978475	0.1013945	0.0333924	0.0225947	0.064414	0.0649059	0.0602455	0.044358	0.0548272	0.1281945	0.0241849	0.2778493	0.1351864	0.0524134	0.104524	0.0728162	0.0485427	0.0510206	0.0250908	0.0427576	0.0461048	0.1415581	0.0003043	0.1157431	0.2161289	0.0758984	0.1878272	0.0140885	0.0418668	0.050875	0.0290129	0.2747509	0.0737146	0.0338773	0.0228851	0.0781091	0.049456	0.0372639	0.052394	0.0114711	0.062836	0.0334964	0.1077486	0.0088185	0.0476124	0.0830827	0.0130904	0.0694822
YDR525WA	0.3028249	0.153288	0.2879287	0.2370956	0.1208688	0.0629389	0.3554009	0.2579676	0.317294	0.2990774	0.2798576	0.0156374	0.1731359	0.2951416	0.0001781	0.2613893	0.0330188	0.0480162	0.4389874	0.2733938	0.1385219	0.1319371	0.0297131	0.214291	0.2954723	0.0012804	0.2537727	0.0020462	0.2680554	0.050164	0.064315	0.2135427	0.274362	0.3092107	0.1178593	0.0009929	0.0018889	0.4304251	0.244003	0.4185755	0.0024695	0.0003529	0.0130741	0.3177559	0.3460958	0.4417974	0.1793813	0.3064507	0.0025319	0.2137454	0.1052153	8.04e-05	0.0812978	0.0003437	0.3223166	0.2715916	0.3178853	0.2006231	0.3723575	0.7343648	0.1748376	0.0003212	0.2206257	0.499983	0.337489	0.2627574	0.1843887	0.001399	0.2956261	0.4319029	0.3027163	0.000313	0.2289222	0.2920408	0.2085741	0.3364754	0.2700132	0.1976775	0.1354606	0.1162038	0.2534369	0.1076225	0.0048973	0.0116947	3.56e-05	0.0572077	0.2243135	0.2276471	0.0080406	0.0278921	0.3681039	0.071699	0.0010683	0.1280769	0.0637431	0.3982952	0.3388037	0.0972895	0.0035582	0.1679231	0.4365725	0.1408443	0.2017822	0.2993205	0.1699567	0.3551465	0.0009016	0.0021396	0.088015	0.2098041	0.3562481	0.2908558	0.3129047	0.0021613	0.3165141	0.3462762	0.2806929	0.0005835	0.0730629	0.1733529	0.0568711	0.3148764	0.0346745	0.2760679	0.1919413	0.2271071	0.1160889	0.0430929	0.1604128	0.0279239	0.1940601	0.0190357	0.1563992	0.3012022	0.3085852	0.3814637	0.2019051	0.3564203	0.2602415	0.1334207	0.2110011	0.1430414	0.0093222	0.2990356	0.4495138	0.2853269	0.0348183	0.3794063	0.2724942	0.4209987	0.2271277	0.3407852	0.0005351	5.12e-05	0.4144625	0.1587817	0.1189486	0.1017802	0.066517	0.1664545	0.5418745	0.1216828	0.2103293	0.1312118	0.2584917	0.5954204	0.1742017	0.0003087	0.376429	0.0001727	0.247282	0.2247057	0.1846536	0.0013955	0.1227848	0.1422467	0.4659371	0.2844892	0.0007174	0.1714837	0.077365	0.5827141	0.0006622	0.0111338	0.3121255	0.2344266	0.1005845	0.1217241	0.0001605	0.2410099	0.2675331	0.0110971	0.215055	0.2972116	0.1683144	0.4392209	0.2437638	0.2930886	0.1474763	0.1789599
YLR286C	0.5782634	0.6593333	0.7306188	0.655775	0.6871994	0.6552758	0.6751242	0.6690624	0.5596135	0.6516295	0.7369997	0.6346293	0.5488867	0.4832198	0.5280436	0.6256927	0.6367353	0.836248	0.5650494	0.6036883	0.6406635	0.7832797	0.7093014	0.5213834	0.460725	0.3309282	0.7543402	0.2824909	0.5386175	0.7066247	0.6801867	0.7130726	0.6899461	0.3340097	0.5703191	0.3193684	0.6180713	0.5929428	0.6151907	0.6841052	0.6956967	0.73532	0.5865809	0.2391494	0.8248868	0.6526235	0.7940921	0.7491251	0.5963697	0.700334	0.4172191	0.5134004	0.8410296	0.7015806	0.8046654	0.5758931	0.8349342	0.5413397	0.6223643	0.7907695	0.5845026	0.7778364	0.5553297	0.7553638	0.6745469	0.6836816	0.7658066	0.552754	0.6455729	0.6571424	0.5319107	0.5955142	0.7945184	0.8386658	0.680717	0.777605	0.4007453	0.7091475	0.4388237	0.7418546	0.6625718	0.7960232	0.6206712	0.4502767	0.7534399	0.6583429	0.450591	0.5887304	0.6424652	0.6117692	0.7665418	0.6505036	0.4211422	0.564985	0.6544424	0.6447936	0.662068	0.6625989	0.8179707	0.7297388	0.7755747	0.8045336	0.6096587	0.4631574	0.6980172	0.6423174	0.5944945	0.6103712	0.6210817	0.6596348	0.605521	0.5214201	0.6919629	0.5855168	0.8165233	0.7246146	0.3054544	0.5863845	0.6054906	0.6799783	0.6889973	0.6023569	0.7178379	0.5508248	0.681824	0.6984425	0.3993956	0.6968841	0.769056	0.6559185	0.7393991	0.6035273	0.7676096	0.3497573	0.8157568	0.6157624	0.4432079	0.759872	0.7550956	0.6884901	0.6219374	0.7614157	0.5724074	0.6646594	0.6076456	0.7399324	0.8030995	0.754749	0.7300683	0.5672823	0.6531924	0.574317	0.6674464	0.5384333	0.4210142	0.4314618	0.6884928	0.7444924	0.5147845	0.7587835	0.4796359	0.7711383	0.4258096	0.5913888	0.4975077	0.6911199	0.4421647	0.7090981	0.4645928	0.6831942	0.4430582	0.5635601	0.38332	0.5738766	0.6473789	0.6093944	0.7891087	0.8224665	0.8279012	0.511458	0.539096	0.7615842	0.4392197	0.881877	0.6030482	0.8207419	0.7695591	0.7218007	0.6414551	0.6797848	0.76683	0.5922855	0.7874807	0.6191925	0.5384761	0.8810981	0.6702683	0.7435017	0.6089022	0.6287964
YGR189C	0.2313879	0.0144265	0.2279879	0.5103576	0.3053285	0.5535287	0.1053684	0.5237721	0.4171237	0.4211891	0.4921797	0.4500648	0.546988	0.2719617	0.0574831	0.4444226	0.5184176	0.4775811	0.420786	0.3873756	0.3676644	0.461604	0.2917935	0.3806395	0.3499089	0.5104431	0.3281511	0.572621	0.3812273	0.3744934	0.2991801	0.4629752	0.1006897	0.492302	0.6848934	0.3595806	0.3706949	0.2059824	0.5577516	0.3673703	0.2394171	0.2436593	0.5932579	0.4347979	0.4057464	0.4058939	0.3724334	0.0709846	0.3969237	0.3104878	0.0169056	0.3785189	0.4919942	0.3461807	0.2266226	0.5215646	0.3357995	0.4449633	0.5898596	0.2204323	0.6446429	0.4306384	0.3885034	0.4851391	0.2229709	0.4104285	0.1741708	0.4391597	0.413237	0.2598821	0.1733161	0.4335228	0.2727622	0.4519134	0.4138814	0.5686599	0.434126	0.6154562	0.3121231	0.4028293	0.3051473	0.3657414	0.3043229	0.3640092	0.4709362	0.5379645	0.0838958	0.2640228	0.3948539	0.335905	0.2551382	0.3629824	0.6585782	0.6952996	0.4619108	0.3968956	0.2954485	0.4808888	0.3743234	0.3755317	0.1294523	0.4260038	0.2455754	0.4259102	0.4432505	0.3178427	0.4488976	0.4828475	0.3078839	0.4084082	0.441302	0.2851807	0.389684	0.2030831	0.4316781	0.3293277	0.501198	0.4488529	0.3933704	0.2297392	0.2776035	0.5477667	0.1667038	0.4127572	0.4890754	0.5507818	0.7003692	0.3988559	0.3947803	0.4394248	0.5492888	0.3442479	0.4380031	0.4867582	0.5001616	0.410807	0.3000507	0.3075114	0.4994862	0.1668758	0.4964024	0.5249432	0.4858588	0.4840953	0.4745274	0.1768677	0.1879904	0.4956771	0.1295645	0.5157608	0.414789	0.5994798	0.3856323	0.2520421	0.1525701	0.3275997	0.4292072	0.5392632	0.1919899	0.4746517	0.6264135	0.1580603	0.2687645	0.4664234	0.3201232	0.4411097	0.5041959	0.1611794	0.0435372	0.5075369	0.400003	0.5329235	0.2871702	0.2925681	0.4403207	0.4258406	0.4267751	0.2829283	0.6549169	0.5786356	0.4727212	0.5779605	0.5695964	0.1424508	0.3895389	0.3223903	0.4795093	0.1381791	0.2659704	0.6267623	0.2887943	0.4874277	0.2673526	0.188172	0.2639258	0.4539979	0.3347173	0.2318987	0.4723969	0.4019821
YNL289W	0.0006474	0.2222425	0.0359271	0.0004428	0.0827837	0.1101147	0.0456615	5.76e-05	0.1426789	0.0111259	0.0077856	0.0360642	0.0027688	0.2499217	0.1158052	0.0007644	0.0923902	0.0253958	0.000289	0.2249449	0.0234051	0.0131843	0.0178486	0.2171984	0.0007035	0.4375391	0.1244753	0.3618161	0.0831252	0.2244308	0.0932242	0.0005333	0.0422965	0.0005606	0.0073155	0.1731863	0.0688813	0.0033232	0.0125803	0.0069545	0.2087607	0.0516789	0.1314289	0.1234118	0.0006194	0.0667126	0.2400335	0.0003533	0.5006248	0.0114968	0.1718168	0.3026008	0.129552	0.4814865	0.2153284	0.6542419	0.0032678	0.0375093	0.0006432	0.0001173	0.28365	0.1253594	0.0012262	0.0956214	0.0001581	0.0007363	0.3133067	0.1119092	0.0015897	0.1464597	0.3109462	0.2320216	0.0087137	0.0848811	0.2003105	0.0648772	0.2055718	0.0273214	0.0046105	0.0224869	0.0169726	0.1926621	0.3435481	0.4107843	0.0127116	0.0044961	0.0595609	0.3695367	0.0299506	0.0277213	0.1190811	0.3345177	0.0170463	0.0044506	0.0100975	0.0022722	0.1449856	0.0198011	0.0043193	0.3704297	0.0001487	0.0290745	0.0005827	0.0044948	0.2559647	0.1428793	0.4021549	0.1291528	0.0015203	0.1029531	0.3170908	0.0622464	0.0179337	0.1650033	0.0450317	0.0752787	0.0036989	0.0345365	0.0392621	0.4266464	0.0084599	6.51e-05	0.0321354	0.1372512	0.0051959	0.0107308	0.1684679	0.3014034	0.048465	0.029722	0.0167282	0.06976	0.0577976	0.1093106	0.1517362	0.2062337	0.0532135	0.0005293	0.0861513	0.0036259	0.0602627	0.1930593	0.0883862	0.0341764	0.0016278	0.0002563	0.0272209	0.0088679	0.0677661	0.0551348	0.0732243	0.1210996	0.0500444	0.0685016	8.52e-05	0.0001637	0.1446892	0.0044233	0.0068483	0.0081962	0.0035777	0.0599251	0.0666051	0.0348935	0.0329004	0.029446	0.0597159	0.1174128	0.003372	0.054177	0.0008037	0.0320051	0.0634671	0.3906957	0.0094413	0.0071011	0.1120057	0.193736	0.0054485	0.2296216	0.2407203	0.0018843	0.0204227	0.3940618	0.0006908	0.3340963	0.0893655	0.1708289	0.0321977	0.0043495	0.0003889	0.0169833	4.31e-05	0.0308955	0.0181779	5.23e-05	0.0013946	0.002434	0.0838762	0.0001271
YDL127W	0.0002366	5.47e-05	0.051486	0.0203251	5.98e-05	9.75e-05	0.0101559	0.0001163	0.0004848	0.2469438	0.1232525	0.02082	0.0013093	0.0028099	8.7e-06	0.0310746	0.0134548	0.0011986	0.0019873	0.0004969	8.79e-05	0.2408756	0.3585171	0.1516947	0.3433048	0.0622377	0.0024989	0.2370447	0.1863873	0.0003583	0.0874518	5.03e-05	5.96e-05	0.0001083	0.3786907	0.2618327	0.0273158	0.0001293	0.2423574	0.0479673	0.0294132	0.3736142	0.4822926	0.119282	1.26e-05	0.0007489	0.0017765	0.0262951	0.0943789	0.1730873	0.203332	0.1694983	0.0568372	0.133391	0.2500771	2.7e-06	0.0005408	0.0082453	0.0246583	0.0015812	0.0949188	0.3521934	0.0971255	0.0014432	0.2122966	6.66e-05	0.0911669	0.2675231	0.000477	0.0083698	0.222717	0.0014877	0.3544892	0.2748814	0.3313748	0.0730187	0.2537941	0.2434753	0.2125411	0.0197772	0.1645516	0.0049633	0.0751879	0.1682036	0.0001093	0.2707491	0.0057045	0.0020104	0.0533464	0.2361743	0.0001388	1.85e-05	0.0650749	0.2249153	0.0494376	0.0154162	3.53e-05	0.0459438	6e-07	0.4044576	0.0003807	0.0006162	0.0866296	0.04811	0.1849934	0.175222	6.7e-06	0.3211624	0.0001177	0.0001308	0.0003595	0.001064	0.0487221	0.1598201	0.0046016	0.0784112	0.0368193	0.0881291	0.1621365	0.2579949	0.2740738	0.121741	0.2494446	0.2989536	0.05159	2.05e-05	0.2970908	0.3107503	0.1334674	0.0325507	0.1396369	0.0011556	0.1099322	0.0008897	0.364708	0.2545763	0.0960872	0.0010604	0.000747	0.2018924	0.0003549	0.2333625	0.1551151	0.1386994	0.0565547	0.1776669	0.2823961	0.0274614	0.1216572	0.1425896	0.0009359	0.0005358	0.0284261	0.0504915	0.1328304	0.3133974	0.0318649	0.0217141	0.1113973	0.3771638	0.0042821	6.32e-05	0.1244457	0.2709634	0.0953663	1.16e-05	0.0041227	0.0960768	0.0023601	0.008175	0.00014	0.0009875	0.2569406	0.1622351	0.01471	0.0002229	0.0019206	0.1333706	0.0730256	0.2771978	0.002639	0.3612059	0.1879082	0.1327517	0.0108118	0.0302305	0.2380464	0.0636445	0.2006141	0.0405081	0.0758811	0.1855795	6.44e-05	0.0007496	0.1631272	0.1822174	0.238533	0.0046873	0.0747857	2.9e-06
YMR305C	0.1549056	0.6758437	0.7558818	0.3944531	0.5616363	0.6115385	0.5088313	0.3883933	0.489014	0.667193	0.3763535	0.5767281	0.6416082	0.4642121	0.6449582	0.4975663	0.4540997	0.7454806	0.2600543	0.5288037	0.6098424	0.7009324	0.7526755	0.621927	0.3207862	0.5680187	0.704593	0.6386398	0.5973406	0.4167713	0.7113678	0.2962575	0.1930831	0.3421814	0.7168556	0.5087284	0.6243651	0.4444702	0.6513961	0.7580077	0.7093357	0.8448957	0.5304136	0.1928362	0.6170711	0.6361797	0.6002248	0.321565	0.6263464	0.7193835	0.6641743	0.4939463	0.5605288	0.4622345	0.3633066	0.6704643	0.1570209	0.5583343	0.4227014	0.4794159	0.5108745	0.6834819	0.4987137	0.4653573	0.2782245	0.4880186	0.6895789	0.6101721	0.4846133	0.4383896	0.7522243	0.7148991	0.387773	0.3182875	0.6498822	0.1618649	0.5434121	0.7320011	0.5301541	0.6415734	0.4596266	0.6074981	0.5896384	0.6278857	0.5080909	0.3583011	0.8142115	0.505484	0.5548957	0.5660729	0.4925201	0.7217574	0.6382256	0.8561165	0.7992337	0.3511126	0.2406476	0.8449023	0.6056523	0.2886933	0.4283043	0.5891882	0.5398846	0.5541491	0.4366557	0.4356516	0.5993822	0.7180178	0.662385	0.7390608	0.4509873	0.5576019	0.4531216	0.812961	0.3956453	0.682934	0.5916612	0.6753309	0.68091	0.4534365	0.6438991	0.4576604	0.6598811	0.4139813	0.6938782	0.5110975	0.5247734	0.2544058	0.6364421	0.8309394	0.7203542	0.6027609	0.7302909	0.4343775	0.6113416	0.4239364	0.7954165	0.4795275	0.5766025	0.7270073	0.7734194	0.6800689	0.8416497	0.4425017	0.27515	0.6218308	0.6847752	0.6605855	0.5408441	0.6578651	0.076352	0.4747467	0.5086285	0.7464318	0.512674	0.5360323	0.4686184	0.650864	0.6092276	0.6394201	0.5375336	0.7664214	0.6200391	0.5399325	0.5760307	0.5599624	0.6803685	0.7235632	0.3062663	0.524962	0.42145	0.5217179	0.5205726	0.4885534	0.5245429	0.7556574	0.4534581	0.145785	0.6923815	0.6540139	0.5549906	0.561531	0.6236827	0.8186091	0.3926379	0.4214149	0.7223786	0.7185959	0.6253149	0.7678957	0.439109	0.828844	0.1680001	0.53494	0.4437505	0.6722232	0.5829849	0.4378705	0.7859133	0.6361792
